name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Palam, delhi",2011-09-14T05:00:00,27.1,31.5,26,93.73,0,0,,,,,7.1,250,1004,52,2.9,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,42181099999"
"Palam, delhi",2011-09-14T06:00:00,27,31.2,26,94.27,0,0,,,,,0,0,1004.1,50,3,2.2,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-14T07:00:00,27,31.2,26,94.27,0,0,,,,,3,270,1004.1,50,3,100.5,0.4,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-14T08:00:00,28.4,34.8,26.4,88.95,0,0,,,,,9.3,274,1004,50,3,300,1.1,3,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-14T09:00:00,30,38.9,27,84.01,0,0,,,,,10.1,270,1004.1,50,3,484.9,1.7,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-14T10:00:00,31.4,40.4,26.4,74.85,0,0,,,,,9.4,266,1004.1,89.2,4,650.5,2.3,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-14T11:00:00,32.5,40.4,25.4,66.36,0,0,,,,,11.3,281,1004,73.1,3.9,747.5,2.7,7,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-14T12:00:00,33,40.6,25,62.93,0,0,,,,,12.2,274,1004.1,89.2,4,797.3,2.9,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-14T13:00:00,33.1,40.7,25.1,62.94,0,0,,,,,11.2,280,1003.1,90,5,790,2.8,8,,Partially cloudy,partly-cloudy-day,42181099999
"Palam, delhi",2011-09-14T14:00:00,34.4,44.3,26.2,62.47,0,0,,,,,16.6,290,999,50,4,671.8,2.4,7,,Partially cloudy,partly-cloudy-day,42182099999
"Palam, delhi",2011-09-14T15:00:00,34,43.4,26,63.13,0,0,,,,,11.2,270,,88,5,541,1.9,5,,Partially cloudy,partly-cloudy-day,VIDP
"Palam, delhi",2011-09-14T16:00:00,34.6,44.4,26,61.06,0,0,,,,,12.2,274,1000,89.2,5,366.6,1.3,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-14T17:00:00,34.1,42.9,25.6,61.42,0,0,,,,,9.4,271,999.9,49.6,5,181.9,0.7,2,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-14T18:00:00,33.2,41.8,25.6,64.48,0,0,,,,,10.1,270,1000,50,5,44.8,0.2,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-14T19:00:00,31.1,37.9,25.1,70.48,0,0,,,,,9.4,270,1000,50,4,0,0,0,,Partially cloudy,partly-cloudy-night,42181099999
"Palam, delhi",2011-09-14T20:00:00,30.1,37.6,25.9,78.32,0,0,,,,,6.8,280,999.9,83.4,3.8,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP"
"Palam, delhi",2011-09-14T21:00:00,29.6,36.8,26,81.03,0,0,,,,,9,272,1002,89.2,4,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-14T22:00:00,29,35.2,25.6,81.95,0,0,,,,,5.4,270,1002,89.2,4,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-14T23:00:00,29.1,34.9,25.1,79.02,0,0,,,,,5,260,1003,86.7,3.9,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,42181099999"
"Palam, delhi",2011-09-15T00:00:00,30.1,35.2,24.1,70.3,0,0,,,,,0,246.3,1003.1,90,5,0,0,0,,Partially cloudy,partly-cloudy-night,42181099999
"Palam, delhi",2011-09-15T01:00:00,26.2,26.2,24.7,91.47,0,0,,,,,8.3,258.7,,20.1,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Palam, delhi",2011-09-15T02:00:00,29.4,36.3,26.1,82.46,0,0,,,,,0,270.3,1000.1,60,2,0,0,0,,Partially cloudy,partly-cloudy-night,42182099999
"Palam, delhi",2011-09-15T03:00:00,27.1,31.4,26.1,94.28,0,0,,,,,9.4,260,1002,90,4,0,0,0,,Partially cloudy,partly-cloudy-night,42181099999
"Palam, delhi",2011-09-15T04:00:00,27,31,26,94.27,0,0,,,,,5.4,250,,88,5,0,0,0,,Partially cloudy,partly-cloudy-night,VIDP
"Palam, delhi",2011-09-15T05:00:00,27.1,31.4,25.9,93.37,0,0,,,,,8.5,250,1000.3,85.3,3.8,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP"
"Palam, delhi",2011-09-15T06:00:00,27.4,32.2,26,92.1,0,0,,,,,7.8,238,1002,89.2,4,2.1,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-15T07:00:00,27,31.2,26,94.27,0,0,,,,,3.3,276,1003.1,89.2,4,91.6,0.3,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-15T08:00:00,26,26,23.4,85.72,0,0,,,,,14.2,84,1003.1,89.2,3.5,260.3,0.9,3,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-15T09:00:00,26.4,26.4,24,86.7,0,0,,,,,3,210,1003.1,89.2,3,413,1.5,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-15T10:00:00,29.4,35.2,25,77.27,0,0,,,,,9,166,1004.1,50,4,529.3,1.9,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-15T11:00:00,29.1,34.8,25,78.6,0,0,,,,,7.9,150,1003.9,51.6,3.9,609,2.2,6,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-15T12:00:00,31,38.3,25.4,72.16,0,0,,,,,0,0,1003.1,65.1,4,594.3,2.1,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-15T13:00:00,32,39.2,25,66.58,0,0,,,,,8.3,66,1002,89.2,4,506.6,1.8,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-15T14:00:00,32.1,38.2,24.1,62.91,0,0,,,,,7.6,43,1001.9,90,3.9,302.5,1.1,3,,Partially cloudy,partly-cloudy-day,"42182099999,42181099999"
"Palam, delhi",2011-09-15T15:00:00,30,37.4,26.1,79.66,0,0,,,,,8.6,143.7,,94.8,,184.6,0.7,2,,Overcast,cloudy,remote
"Palam, delhi",2011-09-15T16:00:00,25,25,25,100,0,0,,,,,11.2,20,,88,2,108.7,0.4,1,,Partially cloudy,partly-cloudy-day,VIDP
